category,eu_ember_state,year,amount
drug_offences,Slovenia,2010,1756
drug_offences,Slovenia,2011,1505
drug_offences,Slovenia,2012,1760
drug_offences,Slovenia,2013,1712
drug_offences,Slovenia,2014,1662
drug_offences,Slovakia,2008,538
drug_offences,Slovakia,2009,613
drug_offences,Slovakia,2010,584
drug_offences,Slovakia,2011,846
drug_offences,Slovakia,2012,756
drug_offences,Slovakia,2013,724
drug_offences,Slovakia,2014,1609
drug_offences,Finland,2008,5659
drug_offences,Finland,2009,7267
drug_offences,Finland,2010,7566
drug_offences,Finland,2011,8301
drug_offences,Finland,2012,8810
drug_offences,Finland,2013,9878
drug_offences,Finland,2014,8100
drug_offences,Sweden,2008,7997
drug_offences,Sweden,2009,8192
drug_offences,Sweden,2010,10321
drug_offences,Sweden,2011,10423
drug_offences,Sweden,2012,13914
drug_offences,Sweden,2013,13669
drug_offences,Sweden,2014,11842
drug_offences,UK England and Wales,2008,29885
drug_offences,UK England and Wales,2009,33223
drug_offences,UK England and Wales,2010,32336
drug_offences,UK England and Wales,2011,31316
drug_offences,UK England and Wales,2012,29745
drug_offences,UK England and Wales,2013,29348
drug_offences,UK England and Wales,2014,27026
drug_offences,UK Scotland,2008,10315
drug_offences,UK Scotland,2009,9901
drug_offences,UK Scotland,2010,7138
drug_offences,UK Scotland,2011,6684
drug_offences,UK Scotland,2012,5136
drug_offences,UK Scotland,2013,4806
drug_offences,UK Scotland,2014,4787
drug_offences,UK Northern Ireland,2008,607
drug_offences,UK Northern Ireland,2009,631
drug_offences,UK Northern Ireland,2010,742
drug_offences,UK Northern Ireland,2011,806
drug_offences,UK Northern Ireland,2012,912
drug_offences,UK Northern Ireland,2013,924
drug_offences,UK Northern Ireland,2014,915
drug_offences,Iceland,2008,1461
drug_offences,Iceland,2009,1290
drug_offences,Iceland,2010,1500
drug_offences,Iceland,2011,1733
drug_offences,Iceland,2012,1874
drug_offences,Iceland,2013,2134
drug_offences,Iceland,2014,0
drug_offences,Liechtenstein,2008,210
drug_offences,Liechtenstein,2009,357
drug_offences,Liechtenstein,2010,531
drug_offences,Liechtenstein,2011,434
drug_offences,Liechtenstein,2012,257
drug_offences,Liechtenstein,2013,432
drug_offences,Liechtenstein,2014,378
drug_offences,Norway,2008,17547
drug_offences,Norway,2009,18616
drug_offences,Norway,2010,21954
drug_offences,Norway,2011,19985
drug_offences,Norway,2012,21603
drug_offences,Norway,2013,23118
drug_offences,Norway,2014,22111
drug_offences,Switzerland,2008,7317
drug_offences,Switzerland,2009,18346
drug_offences,Switzerland,2010,19086
drug_offences,Switzerland,2011,17329
drug_offences,Switzerland,2012,19473
drug_offences,Switzerland,2013,21158
drug_offences,Switzerland,2014,21375
drug_offences,Montenegro,2008,460
drug_offences,Montenegro,2009,398
drug_offences,Montenegro,2010,307
drug_offences,Montenegro,2011,316
drug_offences,Montenegro,2012,187
drug_offences,Montenegro,2013,172
drug_offences,Montenegro,2014,179
drug_offences,FYR of Macedonia,2008,415
drug_offences,FYR of Macedonia,2009,551
drug_offences,FYR of Macedonia,2010,578
drug_offences,FYR of Macedonia,2011,589
drug_offences,FYR of Macedonia,2012,594
drug_offences,FYR of Macedonia,2013,0
drug_offences,FYR of Macedonia,2014,0
drug_offences,Albania,2008,653
drug_offences,Albania,2009,647
drug_offences,Albania,2010,603
drug_offences,Albania,2011,740
drug_offences,Albania,2012,1105
drug_offences,Albania,2013,1334
drug_offences,Albania,2014,1776
drug_offences,Serbia,2008,6049
drug_offences,Serbia,2009,5500
drug_offences,Serbia,2010,5573
drug_offences,Serbia,2011,4941
drug_offences,Serbia,2012,4774
drug_offences,Serbia,2013,5646
drug_offences,Serbia,2014,6177
drug_offences,Turkey,2008,0
drug_offences,Turkey,2009,0
drug_offences,Turkey,2010,0
drug_offences,Turkey,2011,0
drug_offences,Turkey,2012,0
drug_offences,Turkey,2013,0
drug_offences,Turkey,2014,0
drug_offences,Bosnia & Herzegovina,2008,1519
drug_offences,Bosnia & Herzegovina,2009,52
drug_offences,Bosnia & Herzegovina,2010,38
drug_offences,Bosnia & Herzegovina,2011,54
drug_offences,Bosnia & Herzegovina,2012,43
drug_offences,Bosnia & Herzegovina,2013,20
drug_offences,Bosnia & Herzegovina,2014,70
drug_offences,Kosovo,2008,314
drug_offences,Kosovo,2009,364
drug_offences,Kosovo,2010,482
drug_offences,Kosovo,2011,535
drug_offences,Kosovo,2012,554
drug_offences,Kosovo,2013,416
drug_offences,Kosovo,2014,0
sexual_violence,Belgium,2008,10779
sexual_violence,Belgium,2009,10609
sexual_violence,Belgium,2010,10872
sexual_violence,Belgium,2011,11230
sexual_violence,Belgium,2012,10606
sexual_violence,Belgium,2013,11172
sexual_violence,Belgium,2014,10647
sexual_violence,Bulgaria,2008,749
sexual_violence,Bulgaria,2009,726
sexual_violence,Bulgaria,2010,696
sexual_violence,Bulgaria,2011,649
sexual_violence,Bulgaria,2012,686
sexual_violence,Bulgaria,2013,632
sexual_violence,Bulgaria,2014,610
sexual_violence,Czech Republic,2008,1680
sexual_violence,Czech Republic,2009,1730
sexual_violence,Czech Republic,2010,1811
sexual_violence,Czech Republic,2011,2086
sexual_violence,Czech Republic,2012,1981
sexual_violence,Czech Republic,2013,2109
sexual_violence,Czech Republic,2014,2205
sexual_violence,Denmark,2008,1837
sexual_violence,Denmark,2009,1656
sexual_violence,Denmark,2010,2074
sexual_violence,Denmark,2011,1983
sexual_violence,Denmark,2012,1993
sexual_violence,Denmark,2013,1966
sexual_violence,Denmark,2014,2067
sexual_violence,Germany,2008,56784
sexual_violence,Germany,2009,49084
sexual_violence,Germany,2010,46869
sexual_violence,Germany,2011,47078
sexual_violence,Germany,2012,45824
sexual_violence,Germany,2013,46793
sexual_violence,Germany,2014,46982
sexual_violence,Estonia,2008,268
sexual_violence,Estonia,2009,254
sexual_violence,Estonia,2010,178
sexual_violence,Estonia,2011,180
sexual_violence,Estonia,2012,248
sexual_violence,Estonia,2013,240
sexual_violence,Estonia,2014,199
sexual_violence,Ireland,2008,1251
sexual_violence,Ireland,2009,1343
sexual_violence,Ireland,2010,2153
sexual_violence,Ireland,2011,1827
sexual_violence,Ireland,2012,1976
sexual_violence,Ireland,2013,1886
sexual_violence,Ireland,2014,1913
sexual_violence,Greece,2008,682
sexual_violence,Greece,2009,924
sexual_violence,Greece,2010,901
sexual_violence,Greece,2011,535
sexual_violence,Greece,2012,821
sexual_violence,Greece,2013,860
sexual_violence,Greece,2014,589
sexual_violence,Spain,2008,10888
sexual_violence,Spain,2009,9723
sexual_violence,Spain,2010,9954
sexual_violence,Spain,2011,9892
sexual_violence,Spain,2012,9008
sexual_violence,Spain,2013,8923
sexual_violence,Spain,2014,9468
sexual_violence,France,2008,24031
sexual_violence,France,2009,23253
sexual_violence,France,2010,22963
sexual_violence,France,2011,23871
sexual_violence,France,2012,26783
sexual_violence,France,2013,27778
sexual_violence,France,2014,30959
sexual_violence,Croatia,2008,765
sexual_violence,Croatia,2009,664
sexual_violence,Croatia,2010,570
sexual_violence,Croatia,2011,567
sexual_violence,Croatia,2012,517
sexual_violence,Croatia,2013,740
sexual_violence,Croatia,2014,826
sexual_violence,Italy,2008,0
sexual_violence,Italy,2009,0
sexual_violence,Italy,2010,0
sexual_violence,Italy,2011,0
sexual_violence,Italy,2012,0
sexual_violence,Italy,2013,0
sexual_violence,Italy,2014,0
sexual_violence,Cyprus,2008,97
sexual_violence,Cyprus,2009,78
sexual_violence,Cyprus,2010,79
sexual_violence,Cyprus,2011,77
sexual_violence,Cyprus,2012,69
sexual_violence,Cyprus,2013,47
sexual_violence,Cyprus,2014,51
sexual_violence,Latvia,2008,0
sexual_violence,Latvia,2009,0
sexual_violence,Latvia,2010,0
sexual_violence,Latvia,2011,0
sexual_violence,Latvia,2012,0
sexual_violence,Latvia,2013,377
sexual_violence,Latvia,2014,444
sexual_violence,Lithuania,2008,368
sexual_violence,Lithuania,2009,362
sexual_violence,Lithuania,2010,514
sexual_violence,Lithuania,2011,529
sexual_violence,Lithuania,2012,441
sexual_violence,Lithuania,2013,352
sexual_violence,Lithuania,2014,401
sexual_violence,Luxembourg,2008,0
sexual_violence,Luxembourg,2009,360
sexual_violence,Luxembourg,2010,326
sexual_violence,Luxembourg,2011,354
sexual_violence,Luxembourg,2012,398
sexual_violence,Luxembourg,2013,405
sexual_violence,Luxembourg,2014,435
sexual_violence,Hungary,2008,464
sexual_violence,Hungary,2009,656
sexual_violence,Hungary,2010,677
sexual_violence,Hungary,2011,629
sexual_violence,Hungary,2012,694
sexual_violence,Hungary,2013,679
sexual_violence,Hungary,2014,545
sexual_violence,Malta,2008,80
sexual_violence,Malta,2009,82
sexual_violence,Malta,2010,91
sexual_violence,Malta,2011,69
sexual_violence,Malta,2012,82
sexual_violence,Malta,2013,94
sexual_violence,Malta,2014,77
sexual_violence,Netherlands,2008,10495
sexual_violence,Netherlands,2009,10245
sexual_violence,Netherlands,2010,9610
sexual_violence,Netherlands,2011,9195
sexual_violence,Netherlands,2012,8880
sexual_violence,Netherlands,2013,8320
sexual_violence,Netherlands,2014,7870
sexual_violence,Austria,2008,4185
sexual_violence,Austria,2009,3836
sexual_violence,Austria,2010,3957
sexual_violence,Austria,2011,4599
sexual_violence,Austria,2012,4789
sexual_violence,Austria,2013,4556
sexual_violence,Austria,2014,4216
sexual_violence,Poland,2008,0
sexual_violence,Poland,2009,0
sexual_violence,Poland,2010,0
sexual_violence,Poland,2011,0
sexual_violence,Poland,2012,0
sexual_violence,Poland,2013,2122
sexual_violence,Poland,2014,2810
sexual_violence,Portugal,2008,2251
sexual_violence,Portugal,2009,2556
sexual_violence,Portugal,2010,2206
sexual_violence,Portugal,2011,2182
sexual_violence,Portugal,2012,2134
sexual_violence,Portugal,2013,2238
sexual_violence,Portugal,2014,2475
sexual_violence,Romania,2008,1566
sexual_violence,Romania,2009,1605
sexual_violence,Romania,2010,1486
sexual_violence,Romania,2011,1325
sexual_violence,Romania,2012,1541
sexual_violence,Romania,2013,1723
sexual_violence,Romania,2014,1516
sexual_violence,Slovenia,2008,383
sexual_violence,Slovenia,2009,456
sexual_violence,Slovenia,2010,466
sexual_violence,Slovenia,2011,471
sexual_violence,Slovenia,2012,367
sexual_violence,Slovenia,2013,378
sexual_violence,Slovenia,2014,296
sexual_violence,Slovakia,2008,0
sexual_violence,Slovakia,2009,0
sexual_violence,Slovakia,2010,0
sexual_violence,Slovakia,2011,0
sexual_violence,Slovakia,2012,0
sexual_violence,Slovakia,2013,0
sexual_violence,Slovakia,2014,766
sexual_violence,Finland,2008,1585
sexual_violence,Finland,2009,1137
sexual_violence,Finland,2010,1315
sexual_violence,Finland,2011,1554
sexual_violence,Finland,2012,1889
sexual_violence,Finland,2013,1542
sexual_violence,Finland,2014,1482
sexual_violence,Sweden,2008,14058
sexual_violence,Sweden,2009,14998
sexual_violence,Sweden,2010,15537
sexual_violence,Sweden,2011,16095
sexual_violence,Sweden,2012,16174
sexual_violence,Sweden,2013,16902
sexual_violence,Sweden,2014,19512
sexual_violence,UK England and Wales,2008,35310
sexual_violence,UK England and Wales,2009,37307
sexual_violence,UK England and Wales,2010,39114
sexual_violence,UK England and Wales,2011,38298
sexual_violence,UK England and Wales,2012,38930
sexual_violence,UK England and Wales,2013,47137
sexual_violence,UK England and Wales,2014,64509
sexual_violence,UK Scotland,2008,4118
sexual_violence,UK Scotland,2009,4296
sexual_violence,UK Scotland,2010,4217
sexual_violence,UK Scotland,2011,4091
sexual_violence,UK Scotland,2012,4380
sexual_violence,UK Scotland,2013,5095
sexual_violence,UK Scotland,2014,5524
sexual_violence,UK Northern Ireland,2008,1777
sexual_violence,UK Northern Ireland,2009,1769
sexual_violence,UK Northern Ireland,2010,1869
sexual_violence,UK Northern Ireland,2011,1849
sexual_violence,UK Northern Ireland,2012,1862
sexual_violence,UK Northern Ireland,2013,2109
sexual_violence,UK Northern Ireland,2014,2554
sexual_violence,Iceland,2008,0
sexual_violence,Iceland,2009,0
sexual_violence,Iceland,2010,0
sexual_violence,Iceland,2011,0
sexual_violence,Iceland,2012,0
sexual_violence,Iceland,2013,0
sexual_violence,Iceland,2014,0
sexual_violence,Liechtenstein,2008,0
sexual_violence,Liechtenstein,2009,0
sexual_violence,Liechtenstein,2010,0
sexual_violence,Liechtenstein,2011,0
sexual_violence,Liechtenstein,2012,0
sexual_violence,Liechtenstein,2013,42
sexual_violence,Liechtenstein,2014,19
sexual_violence,Norway,2008,2296
sexual_violence,Norway,2009,2410
sexual_violence,Norway,2010,2451
sexual_violence,Norway,2011,2661
sexual_violence,Norway,2012,2626
sexual_violence,Norway,2013,2501
sexual_violence,Norway,2014,3112
sexual_violence,Switzerland,2008,0
sexual_violence,Switzerland,2009,6648
sexual_violence,Switzerland,2010,6321
sexual_violence,Switzerland,2011,6121
sexual_violence,Switzerland,2012,6483
sexual_violence,Switzerland,2013,7239
sexual_violence,Switzerland,2014,6484
sexual_violence,Montenegro,2008,40
sexual_violence,Montenegro,2009,47
sexual_violence,Montenegro,2010,44
sexual_violence,Montenegro,2011,24
sexual_violence,Montenegro,2012,24
sexual_violence,Montenegro,2013,23
sexual_violence,Montenegro,2014,31
sexual_violence,FYR of Macedonia,2008,0
sexual_violence,FYR of Macedonia,2009,0
sexual_violence,FYR of Macedonia,2010,0
sexual_violence,FYR of Macedonia,2011,0
sexual_violence,FYR of Macedonia,2012,0
sexual_violence,FYR of Macedonia,2013,151
sexual_violence,FYR of Macedonia,2014,0
sexual_violence,Albania,2008,57
sexual_violence,Albania,2009,63
sexual_violence,Albania,2010,60
sexual_violence,Albania,2011,44
sexual_violence,Albania,2012,47
sexual_violence,Albania,2013,89
sexual_violence,Albania,2014,97
sexual_violence,Serbia,2008,400
sexual_violence,Serbia,2009,412
sexual_violence,Serbia,2010,453
sexual_violence,Serbia,2011,457
sexual_violence,Serbia,2012,395
sexual_violence,Serbia,2013,321
sexual_violence,Serbia,2014,371
sexual_violence,Turkey,2008,0
sexual_violence,Turkey,2009,0
sexual_violence,Turkey,2010,0
sexual_violence,Turkey,2011,0
sexual_violence,Turkey,2012,0
sexual_violence,Turkey,2013,0
sexual_violence,Turkey,2014,0
sexual_violence,Bosnia & Herzegovina,2008,0
sexual_violence,Bosnia & Herzegovina,2009,0
sexual_violence,Bosnia & Herzegovina,2010,0
sexual_violence,Bosnia & Herzegovina,2011,0
sexual_violence,Bosnia & Herzegovina,2012,0
sexual_violence,Bosnia & Herzegovina,2013,0
sexual_violence,Bosnia & Herzegovina,2014,134
sexual_violence,Kosovo,2008,161
sexual_violence,Kosovo,2009,137
sexual_violence,Kosovo,2010,122
sexual_violence,Kosovo,2011,125
sexual_violence,Kosovo,2012,142
sexual_violence,Kosovo,2013,147
sexual_violence,Kosovo,2014,203
rape,Belgium,2008,3231
rape,Belgium,2009,3152
rape,Belgium,2010,3281
rape,Belgium,2011,3369
rape,Belgium,2012,3337
rape,Belgium,2013,3248
rape,Belgium,2014,2882
rape,Bulgaria,2008,262
rape,Bulgaria,2009,246
rape,Bulgaria,2010,211
rape,Bulgaria,2011,157
rape,Bulgaria,2012,187
rape,Bulgaria,2013,164
rape,Bulgaria,2014,148
rape,Czech Republic,2008,529
rape,Czech Republic,2009,480
rape,Czech Republic,2010,586
rape,Czech Republic,2011,675
rape,Czech Republic,2012,669
rape,Czech Republic,2013,589
rape,Czech Republic,2014,669
rape,Denmark,2008,396
rape,Denmark,2009,352
rape,Denmark,2010,342
rape,Denmark,2011,342
rape,Denmark,2012,317
rape,Denmark,2013,351
rape,Denmark,2014,462
rape,Germany,2008,7292
rape,Germany,2009,7314
rape,Germany,2010,7724
rape,Germany,2011,7539
rape,Germany,2012,8031
rape,Germany,2013,7408
rape,Germany,2014,7345
rape,Estonia,2008,160
rape,Estonia,2009,124
rape,Estonia,2010,81
rape,Estonia,2011,91
rape,Estonia,2012,143
rape,Estonia,2013,135
rape,Estonia,2014,147
rape,Ireland,2008,348
rape,Ireland,2009,329
rape,Ireland,2010,442
rape,Ireland,2011,451
rape,Ireland,2012,517
rape,Ireland,2013,453
rape,Ireland,2014,477
rape,Greece,2008,232
rape,Greece,2009,213
rape,Greece,2010,215
rape,Greece,2011,172
rape,Greece,2012,167
rape,Greece,2013,149
rape,Greece,2014,134
rape,Spain,2008,2437
rape,Spain,2009,2051
rape,Spain,2010,1578
rape,Spain,2011,1513
rape,Spain,2012,1280
rape,Spain,2013,1298
rape,Spain,2014,1239
rape,France,2008,10277
rape,France,2009,9842
rape,France,2010,10108
rape,France,2011,10406
rape,France,2012,10885
rape,France,2013,11171
rape,France,2014,12157
rape,Croatia,2008,188
rape,Croatia,2009,129
rape,Croatia,2010,141
rape,Croatia,2011,122
rape,Croatia,2012,126
rape,Croatia,2013,271
rape,Croatia,2014,333
rape,Italy,2008,0
rape,Italy,2009,0
rape,Italy,2010,0
rape,Italy,2011,0
rape,Italy,2012,0
rape,Italy,2013,0
rape,Italy,2014,0
rape,Cyprus,2008,34
rape,Cyprus,2009,27
rape,Cyprus,2010,36
rape,Cyprus,2011,38
rape,Cyprus,2012,25
rape,Cyprus,2013,18
rape,Cyprus,2014,14
rape,Latvia,2008,100
rape,Latvia,2009,69
rape,Latvia,2010,78
rape,Latvia,2011,50
rape,Latvia,2012,64
rape,Latvia,2013,73
rape,Latvia,2014,75
rape,Lithuania,2008,164
rape,Lithuania,2009,149
rape,Lithuania,2010,208
rape,Lithuania,2011,191
rape,Lithuania,2012,178
rape,Lithuania,2013,133
rape,Lithuania,2014,158
rape,Luxembourg,2008,57
rape,Luxembourg,2009,56
rape,Luxembourg,2010,66
rape,Luxembourg,2011,70
rape,Luxembourg,2012,76
rape,Luxembourg,2013,89
rape,Luxembourg,2014,73
rape,Hungary,2008,214
rape,Hungary,2009,228
rape,Hungary,2010,246
rape,Hungary,2011,196
rape,Hungary,2012,192
rape,Hungary,2013,248
rape,Hungary,2014,318
rape,Malta,2008,19
rape,Malta,2009,12
rape,Malta,2010,11
rape,Malta,2011,18
rape,Malta,2012,13
rape,Malta,2013,15
rape,Malta,2014,11
rape,Netherlands,2008,1945
rape,Netherlands,2009,1920
rape,Netherlands,2010,1660
rape,Netherlands,2011,1605
rape,Netherlands,2012,1405
rape,Netherlands,2013,1205
rape,Netherlands,2014,1175
rape,Austria,2008,693
rape,Austria,2009,779
rape,Austria,2010,875
rape,Austria,2011,977
rape,Austria,2012,883
rape,Austria,2013,920
rape,Austria,2014,839
rape,Poland,2008,1611
rape,Poland,2009,1530
rape,Poland,2010,1567
rape,Poland,2011,1498
rape,Poland,2012,1432
rape,Poland,2013,1362
rape,Poland,2014,1893
rape,Portugal,2008,314
rape,Portugal,2009,377
rape,Portugal,2010,424
rape,Portugal,2011,374
rape,Portugal,2012,375
rape,Portugal,2013,345
rape,Portugal,2014,374
rape,Romania,2008,1016
rape,Romania,2009,1007
rape,Romania,2010,897
rape,Romania,2011,780
rape,Romania,2012,895
rape,Romania,2013,978
rape,Romania,2014,875
rape,Slovenia,2008,57
rape,Slovenia,2009,79
rape,Slovenia,2010,63
rape,Slovenia,2011,55
rape,Slovenia,2012,58
rape,Slovenia,2013,53
rape,Slovenia,2014,44
rape,Slovakia,2008,152
rape,Slovakia,2009,142
rape,Slovakia,2010,117
rape,Slovakia,2011,150
rape,Slovakia,2012,88
rape,Slovakia,2013,91
rape,Slovakia,2014,87
rape,Finland,2008,915
rape,Finland,2009,660
rape,Finland,2010,818
rape,Finland,2011,1039
rape,Finland,2012,1009
rape,Finland,2013,975
rape,Finland,2014,1009
rape,Sweden,2008,4901
rape,Sweden,2009,5453
rape,Sweden,2010,5479
rape,Sweden,2011,6059
rape,Sweden,2012,5949
rape,Sweden,2013,5634
rape,Sweden,2014,6294
rape,UK England and Wales,2008,13096
rape,UK England and Wales,2009,15074
rape,UK England and Wales,2010,15892
rape,UK England and Wales,2011,16038
rape,UK England and Wales,2012,16374
rape,UK England and Wales,2013,20748
rape,UK England and Wales,2014,29265
rape,UK Scotland,2008,821
rape,UK Scotland,2009,884
rape,UK Scotland,2010,997
rape,UK Scotland,2011,1183
rape,UK Scotland,2012,1372
rape,UK Scotland,2013,1690
rape,UK Scotland,2014,1797
rape,UK Northern Ireland,2008,368
rape,UK Northern Ireland,2009,422
rape,UK Northern Ireland,2010,498
rape,UK Northern Ireland,2011,548
rape,UK Northern Ireland,2012,503
rape,UK Northern Ireland,2013,497
rape,UK Northern Ireland,2014,655
rape,Iceland,2008,68
rape,Iceland,2009,78
rape,Iceland,2010,0
rape,Iceland,2011,0
rape,Iceland,2012,0
rape,Iceland,2013,0
rape,Iceland,2014,0
rape,Liechtenstein,2008,3
rape,Liechtenstein,2009,0
rape,Liechtenstein,2010,0
rape,Liechtenstein,2011,2
rape,Liechtenstein,2012,4
rape,Liechtenstein,2013,3
rape,Liechtenstein,2014,5
rape,Norway,2008,944
rape,Norway,2009,998
rape,Norway,2010,938
rape,Norway,2011,1075
rape,Norway,2012,1116
rape,Norway,2013,1136
rape,Norway,2014,1127
rape,Switzerland,2008,612
rape,Switzerland,2009,666
rape,Switzerland,2010,543
rape,Switzerland,2011,552
rape,Switzerland,2012,569
rape,Switzerland,2013,571
rape,Switzerland,2014,556
rape,Montenegro,2008,17
rape,Montenegro,2009,9
rape,Montenegro,2010,5
rape,Montenegro,2011,3
rape,Montenegro,2012,3
rape,Montenegro,2013,4
rape,Montenegro,2014,5
rape,FYR of Macedonia,2008,41
rape,FYR of Macedonia,2009,37
rape,FYR of Macedonia,2010,28
rape,FYR of Macedonia,2011,41
rape,FYR of Macedonia,2012,43
rape,FYR of Macedonia,2013,38
rape,FYR of Macedonia,2014,45
rape,Albania,2008,39
rape,Albania,2009,34
rape,Albania,2010,24
rape,Albania,2011,22
rape,Albania,2012,24
rape,Albania,2013,39
rape,Albania,2014,41
rape,Serbia,2008,123
rape,Serbia,2009,111
rape,Serbia,2010,72
rape,Serbia,2011,79
rape,Serbia,2012,85
rape,Serbia,2013,70
rape,Serbia,2014,65
rape,Turkey,2008,0
rape,Turkey,2009,0
rape,Turkey,2010,0
rape,Turkey,2011,0
rape,Turkey,2012,0
rape,Turkey,2013,0
rape,Turkey,2014,0
rape,Bosnia & Herzegovina,2008,35
rape,Bosnia & Herzegovina,2009,29
rape,Bosnia & Herzegovina,2010,46
rape,Bosnia & Herzegovina,2011,35
rape,Bosnia & Herzegovina,2012,41
rape,Bosnia & Herzegovina,2013,35
rape,Bosnia & Herzegovina,2014,27
rape,Kosovo,2008,50
rape,Kosovo,2009,44
rape,Kosovo,2010,33
rape,Kosovo,2011,24
rape,Kosovo,2012,33
rape,Kosovo,2013,32
rape,Kosovo,2014,29
sexual_assault,Belgium,2008,7548
sexual_assault,Belgium,2009,7457
sexual_assault,Belgium,2010,7591
sexual_assault,Belgium,2011,7861
sexual_assault,Belgium,2012,7269
sexual_assault,Belgium,2013,7924
sexual_assault,Belgium,2014,7765
sexual_assault,Bulgaria,2008,487
sexual_assault,Bulgaria,2009,480
sexual_assault,Bulgaria,2010,485
sexual_assault,Bulgaria,2011,492
sexual_assault,Bulgaria,2012,499
sexual_assault,Bulgaria,2013,468
sexual_assault,Bulgaria,2014,462
sexual_assault,Czech Republic,2008,1151
sexual_assault,Czech Republic,2009,1250
sexual_assault,Czech Republic,2010,1225
sexual_assault,Czech Republic,2011,1411
sexual_assault,Czech Republic,2012,1312
sexual_assault,Czech Republic,2013,1520
sexual_assault,Czech Republic,2014,1536
sexual_assault,Denmark,2008,1441
sexual_assault,Denmark,2009,1304
sexual_assault,Denmark,2010,1732
sexual_assault,Denmark,2011,1641
sexual_assault,Denmark,2012,1676
sexual_assault,Denmark,2013,1615
sexual_assault,Denmark,2014,1605
sexual_assault,Germany,2008,49492
sexual_assault,Germany,2009,41770
sexual_assault,Germany,2010,39145
sexual_assault,Germany,2011,39539
sexual_assault,Germany,2012,37793
sexual_assault,Germany,2013,39385
sexual_assault,Germany,2014,39637
sexual_assault,Estonia,2008,108
sexual_assault,Estonia,2009,130
sexual_assault,Estonia,2010,97
sexual_assault,Estonia,2011,89
sexual_assault,Estonia,2012,105
sexual_assault,Estonia,2013,105
sexual_assault,Estonia,2014,52
sexual_assault,Ireland,2008,903
sexual_assault,Ireland,2009,1014
sexual_assault,Ireland,2010,1711
sexual_assault,Ireland,2011,1376
sexual_assault,Ireland,2012,1459
sexual_assault,Ireland,2013,1433
sexual_assault,Ireland,2014,1436
sexual_assault,Greece,2008,450
sexual_assault,Greece,2009,711
sexual_assault,Greece,2010,686
sexual_assault,Greece,2011,363
sexual_assault,Greece,2012,654
sexual_assault,Greece,2013,711
sexual_assault,Greece,2014,455
sexual_assault,Spain,2008,8451
sexual_assault,Spain,2009,7672
sexual_assault,Spain,2010,8376
sexual_assault,Spain,2011,8379
sexual_assault,Spain,2012,7728
sexual_assault,Spain,2013,7625
sexual_assault,Spain,2014,8229
sexual_assault,France,2008,13754
sexual_assault,France,2009,13411
sexual_assault,France,2010,12855
sexual_assault,France,2011,13465
sexual_assault,France,2012,15898
sexual_assault,France,2013,16607
sexual_assault,France,2014,18802
sexual_assault,Croatia,2008,577
sexual_assault,Croatia,2009,535
sexual_assault,Croatia,2010,429
sexual_assault,Croatia,2011,445
sexual_assault,Croatia,2012,391
sexual_assault,Croatia,2013,469
sexual_assault,Croatia,2014,493
sexual_assault,Italy,2008,4893
sexual_assault,Italy,2009,4963
sexual_assault,Italy,2010,4813
sexual_assault,Italy,2011,4617
sexual_assault,Italy,2012,4689
sexual_assault,Italy,2013,4488
sexual_assault,Italy,2014,4257
sexual_assault,Cyprus,2008,63
sexual_assault,Cyprus,2009,51
sexual_assault,Cyprus,2010,43
sexual_assault,Cyprus,2011,39
sexual_assault,Cyprus,2012,44
sexual_assault,Cyprus,2013,29
sexual_assault,Cyprus,2014,37
sexual_assault,Latvia,2008,0
sexual_assault,Latvia,2009,0
sexual_assault,Latvia,2010,0
sexual_assault,Latvia,2011,0
sexual_assault,Latvia,2012,0
sexual_assault,Latvia,2013,304
sexual_assault,Latvia,2014,369
sexual_assault,Lithuania,2008,204
sexual_assault,Lithuania,2009,213
sexual_assault,Lithuania,2010,306
sexual_assault,Lithuania,2011,338
sexual_assault,Lithuania,2012,263
sexual_assault,Lithuania,2013,219
sexual_assault,Lithuania,2014,243
sexual_assault,Luxembourg,2008,0
sexual_assault,Luxembourg,2009,304
sexual_assault,Luxembourg,2010,260
sexual_assault,Luxembourg,2011,284
sexual_assault,Luxembourg,2012,322
sexual_assault,Luxembourg,2013,316
sexual_assault,Luxembourg,2014,362
sexual_assault,Hungary,2008,250
sexual_assault,Hungary,2009,428
sexual_assault,Hungary,2010,431
sexual_assault,Hungary,2011,433
sexual_assault,Hungary,2012,502
sexual_assault,Hungary,2013,431
sexual_assault,Hungary,2014,227
sexual_assault,Malta,2008,61
sexual_assault,Malta,2009,70
sexual_assault,Malta,2010,80
sexual_assault,Malta,2011,51
sexual_assault,Malta,2012,69
sexual_assault,Malta,2013,79
sexual_assault,Malta,2014,66
sexual_assault,Netherlands,2008,8550
sexual_assault,Netherlands,2009,8325
sexual_assault,Netherlands,2010,7950
sexual_assault,Netherlands,2011,7590
sexual_assault,Netherlands,2012,7475
sexual_assault,Netherlands,2013,7115
sexual_assault,Netherlands,2014,6695
sexual_assault,Austria,2008,3492
sexual_assault,Austria,2009,3057
sexual_assault,Austria,2010,3082
sexual_assault,Austria,2011,3622
sexual_assault,Austria,2012,3906
sexual_assault,Austria,2013,3636
sexual_assault,Austria,2014,3377
sexual_assault,Poland,2008,0
sexual_assault,Poland,2009,0
sexual_assault,Poland,2010,0
sexual_assault,Poland,2011,0
sexual_assault,Poland,2012,0
sexual_assault,Poland,2013,760
sexual_assault,Poland,2014,917
